killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
M416,HeBI_Sir,14.0,187097.6,336465.6,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,10.233333333333333,Player 5262,25.0,172125.0,340638.0
Down and Out,Zhang-Ze-Sen,1.0,619753.2,409332.2,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,27.65,Player 5263,3.0,616548.6,406764.9
M416,xThExJOKeRx,24.0,422173.9,324354.4,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,7.383333333333334,Player 5264,30.0,422704.9,324155.0
M416,NeiboOldWang,5.0,418398.1,371158.7,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,14.833333333333334,Player 5265,14.0,417642.9,372486.6
Punch,PikaBewm,45.0,427100.5,636786.2,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,2.1666666666666665,Player 5266,40.0,427056.8,636866.9
Down and Out,xiao-ma-,1.0,640112.9,408242.5,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,21.4,Player 5267,9.0,640749.2,408438.3
Bluezone,unknown,,,,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,14.683333333333334,Player 5268,24.0,0.0,0.0
Kar98k,Ale555666,6.0,616853.1,363268.9,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,22.45,Player 5269,8.0,614883.5,367593.6
Down and Out,Critshappen,2.0,637594.4,364868.8,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,24.866666666666667,Player 5270,6.0,635024.8,362068.9
AKM,huudong,4.0,414703.9,470971.9,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,12.1,Player 5271,22.0,422532.1,465648.8
Down and Out,MercyShen,4.0,474481.1,416848.5,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,15.483333333333333,Player 5272,15.0,467876.4,414207.5
P92,SovereignApe,23.0,151516.3,318841.1,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,2.033333333333333,Player 5273,25.0,151370.4,318665.5
R1895,kick_your_,32.0,437530.1,640180.2,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,1.5833333333333333,Player 5274,47.0,438650.9,643618.7
S1897,Hiango,29.0,370640.1,413062.5,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,3.433333333333333,Player 5275,43.0,371617.3,411751.5
M416,QingYi95,6.0,618530.6,353151.2,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,20.683333333333334,Player 5276,8.0,621172.7,363896.6
SCAR-L,MercyShen,4.0,571078.6,437303.9,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,19.95,Player 5277,12.0,573814.3,437791.4
M16A4,NeiboOldWang,5.0,402414.9,349923.5,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,12.166666666666666,Player 5279,21.0,412879.9,350607.9
Mini 14,SirArtemis,1.0,349923.9,519324.8,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,8.966666666666667,Player 5280,27.0,338118.0,518950.2
SCAR-L,Mister_Robot,11.0,654468.7,353781.6,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,20.4,Player 5281,2.0,654973.1,353742.3
M16A4,PoroKing,16.0,437628.5,621878.9,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,7.016666666666667,Player 5282,31.0,428460.8,621076.8
Down and Out,MercyShen,4.0,618043.3,416280.7,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,24.883333333333333,Player 5283,5.0,610229.6,417759.5
M416,RINIDAYEDASHABI,5.0,404615.3,355431.2,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,12.266666666666667,Player 5284,21.0,413236.3,356204.8
AKM,Ninja6R,13.0,448025.6,621123.8,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,1.45,Player 5285,48.0,448283.5,621169.6
SCAR-L,isntMe,18.0,432331.2,636059.3,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,1.4333333333333333,Player 5286,47.0,432404.1,636321.5
Kar98k,MercyShen,4.0,474479.9,416754.9,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,15.483333333333333,Player 5287,15.0,466011.3,417839.8
Down and Out,isntMe,18.0,432483.1,636634.8,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,1.3833333333333333,Player 5288,49.0,432064.4,636765.7
Down and Out,BeingbadFeelsbad,1.0,551726.9,546954.4,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,9.85,Player 5289,26.0,551618.3,546303.2
M416,xThExJOKeRx,24.0,421426.2,324439.5,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,1.85,Player 5290,30.0,421321.5,324159.6
Down and Out,HuYaTV_Noob,16.0,466659.2,607806.3,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,14.066666666666666,Player 5291,18.0,461377.2,606209.1
UMP9,PoroKing,16.0,449242.3,629327.6,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,1.7,Player 5292,27.0,449253.3,629503.2
M416,TheFlone,1.0,550814.4,546964.4,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,9.85,Player 5293,26.0,550994.9,546280.2
AKM,Ninja6R,13.0,448886.6,620706.1,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,1.4166666666666667,Player 5294,48.0,447586.0,621263.7
SCAR-L,Critshappen,2.0,637165.9,365125.6,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,24.866666666666667,Player 5295,6.0,635023.9,364482.8
S1897,Hiango,29.0,371522.4,412419.3,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,3.0833333333333335,Player 5296,43.0,372240.8,413511.0
Mini 14,Zhang-Ze-Sen,1.0,603155.4,615535.0,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,8.95,Player 5297,28.0,607899.5,616368.7
Bluezone,unknown,,,,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,12.883333333333333,Player 5298,33.0,0.0,0.0
Grenade,NoobhunterNo1,12.0,472529.7,360785.9,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,12.366666666666667,Player 5299,20.0,468400.4,361193.5
M416,NoobhunterNo1,12.0,468983.7,361385.7,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,12.5,Player 5300,20.0,468391.4,362833.5
AKM,Zhang-Ze-Sen,1.0,621587.2,412613.1,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,26.133333333333333,Player 5301,4.0,620984.8,411850.6
Down and Out,Zhang-Ze-Sen,1.0,602787.9,614065.6,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,8.95,Player 5302,28.0,603758.0,618457.3
SKS,GaoLengO,33.0,235112.5,151696.1,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,6.233333333333333,Player 5303,33.0,0.0,0.0
SCAR-L,NH2-SUPER,18.0,431529.7,635839.6,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,1.9,Player 5304,46.0,431526.6,635652.2
M416,TheFlone,1.0,552758.7,537411.5,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,19.05,Player 5305,13.0,552145.3,542064.1
Down and Out,unknown,,,,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,18.516666666666666,Player 5306,13.0,484705.8,570021.6
UMP9,BobLeeSwagger58,24.0,423695.0,325772.1,ERANGEL,2U4GBNA0Yml20grMM4GD62e8xWDcMhw91ITl2fbDm2AIPx37-WAHyGXsHqsEJgmU,5.85,Player 5307,36.0,423507.9,324644.0
RedZone,unknown,,,,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,10.25,Player 5308,46.0,381393.3,380992.2
AKM,DukeChickem,39.0,342174.6,311166.4,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,9.583333333333334,Player 5309,48.0,343508.8,313670.3
S12K,Chukles_The_Pig,5.0,452806.8,227394.7,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,16.533333333333335,Player 5310,28.0,452446.2,228042.1
AKM,Venatorssss,54.0,367490.6,410027.6,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,6.416666666666667,Player 5311,55.0,367902.6,409777.5
SCAR-L,FlynnBigBalls,1.0,439793.9,165840.2,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,29.616666666666667,Player 5312,4.0,435804.0,157901.1
M16A4,Spacefire73,14.0,217394.8,268098.6,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,11.416666666666666,Player 5313,44.0,221280.3,264071.9
Tommy Gun,BeastREX,34.0,356413.6,309442.1,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,12.85,Player 5314,40.0,356468.0,307361.3
AKM,Venatorssss,54.0,365888.1,409321.7,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,5.55,Player 5315,61.0,366042.2,409218.8
UMP9,REMINTON243,7.0,367609.1,361345.8,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,5.633333333333334,Player 5316,59.0,367621.2,361251.8
AKM,De4thNote,56.0,368182.4,408372.6,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,3.5,Player 5317,75.0,367241.1,408558.8
Mini 14,Birdman113,10.0,445885.1,143016.5,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,22.45,Player 5318,17.0,447005.9,138008.4
SCAR-L,masman22124,86.0,420653.9,327539.7,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,2.2333333333333334,Player 5319,88.0,421291.8,327856.3
M16A4,Aiddumm,3.0,404236.1,164980.2,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,26.3,Player 5320,8.0,417696.6,191921.3
AKM,MiniLee21,35.0,441421.2,337951.7,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,5.616666666666666,Player 5321,60.0,441460.6,337744.9
Pan,johnny0930,42.0,182263.9,307660.2,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,1.7833333333333334,Player 5322,91.0,182223.3,307514.8
SKS,Samson42,66.0,202764.9,291922.1,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,3.5,Player 5323,76.0,202514.8,291922.2
S686,generalschicken,81.0,363117.2,392609.8,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,2.683333333333333,Player 5324,83.0,362210.8,392167.8
UMP9,FlynnBigBalls,1.0,453909.2,158866.7,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,25.166666666666668,Player 5325,10.0,454186.1,157759.3
AKM,Birdman113,10.0,429710.2,154434.6,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,16.516666666666666,Player 5326,29.0,429466.1,155361.2
UMP9,REMINTON243,7.0,398693.3,301826.2,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,15.733333333333333,Player 5327,33.0,398410.6,301414.7
UMP9,Joobjoobee,29.0,429272.5,154653.5,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,16.366666666666667,Player 5328,32.0,429409.3,155115.2
M416,Aiddumm,3.0,332381.3,227419.0,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,18.966666666666665,Player 5329,21.0,335057.1,227066.2
S12K,Deadpool2323,6.0,445975.2,629636.4,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,9.066666666666666,Player 5330,51.0,445907.9,629167.8
M16A4,Aiddumm,3.0,341548.9,209827.0,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,20.866666666666667,Player 5331,18.0,337547.2,193509.2
SCAR-L,lyy178cm,13.0,368506.8,395069.8,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,5.483333333333333,Player 5332,63.0,371107.1,394221.9
M249,Saktitama,9.0,478886.3,298349.1,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,11.683333333333334,Player 5333,43.0,479380.2,299166.2
S12K,Samson42,66.0,200684.5,286727.5,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,2.4,Player 5334,85.0,201868.4,286393.2
M416,DEEPOCEANSHEEP,12.0,412962.4,228649.0,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,23.516666666666666,Player 5335,15.0,413646.7,224529.1
AKM,GuJiaoZhang,27.0,142905.3,336655.4,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,5.483333333333333,Player 5336,62.0,142988.6,335944.4
SCAR-L,Saktitama,9.0,463512.9,298511.5,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,16.95,Player 5337,25.0,469020.2,305205.0
Grenade,nigbiubiubiu,26.0,303279.8,503925.7,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,4.533333333333333,Player 5338,68.0,302998.2,504046.7
SCAR-L,BeastREX,34.0,373442.1,339756.3,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,8.1,Player 5339,53.0,377172.2,339479.8
SKS,SFExPress_10,22.0,590710.9,481045.9,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,9.0,Player 5340,52.0,0.0,0.0
Bluezone,unknown,,,,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,19.566666666666666,Player 5341,34.0,0.0,0.0
Drown,unknown,,,,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,2.85,Player 5342,95.0,0.0,0.0
Falling,unknown,,,,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,9.95,Player 5343,47.0,476855.0,292110.3
S686,Tede17,48.0,344412.6,320844.7,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,5.416666666666667,Player 5344,64.0,344943.2,321462.8
M16A4,Aiddumm,3.0,210539.6,211606.3,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,9.333333333333334,Player 5345,49.0,224666.3,221332.9
M416,JUST-SEND-IT,25.0,466907.6,312015.7,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,16.366666666666667,Player 5346,31.0,469166.1,305215.2
P92,NeutralDeadPan46,45.0,538675.9,461227.6,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,4.4,Player 5347,69.0,538947.3,461339.3
SCAR-L,Matt_Kemp,40.0,422202.8,324312.2,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,4.3,Player 5348,70.0,422390.0,324240.7
Bluezone,unknown,,,,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,13.433333333333334,Player 5349,92.0,0.0,0.0
M416,GuJiaoZhang,27.0,347027.7,322376.3,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,12.983333333333333,Player 5350,39.0,349214.2,323094.4
SCAR-L,FlynnBigBalls,1.0,439694.6,166170.0,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,30.95,Player 5351,3.0,429666.9,169145.7
Pan,johnny0930,42.0,182316.1,308243.5,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,2.0,Player 5352,90.0,182244.6,308307.7
Mini 14,REMINTON243,7.0,411469.2,222415.4,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,24.016666666666666,Player 5353,12.0,418264.8,222959.0
S1897,Snuffleupagus,55.0,362087.8,412669.9,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,5.316666666666666,Player 5354,65.0,362890.8,412603.6
RedZone,unknown,,,,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,17.533333333333335,Player 5355,23.0,525082.1,269445.3
Mini 14,johnny0930,42.0,216624.6,295166.0,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,5.15,Player 5356,66.0,213357.8,291101.7
M416,Aiddumm,3.0,417320.0,172231.5,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,27.983333333333334,Player 5357,6.0,416684.1,174989.6
SCAR-L,FlynnBigBalls,1.0,443720.9,157679.0,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,28.083333333333332,Player 5358,5.0,446809.8,158796.1
S1897,MadChemist5,46.0,367928.6,409619.5,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,6.366666666666666,Player 5359,56.0,367881.1,409267.7
SCAR-L,lyy178cm,13.0,375348.9,397240.8,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,6.266666666666667,Player 5360,57.0,373232.1,398803.4
M249,Saktitama,9.0,458480.6,290882.2,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,15.2,Player 5361,35.0,460128.9,298386.5
P1911,abcd289852677,22.0,566422.2,367478.6,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,10.75,Player 5362,45.0,566377.8,366471.0
S12K,Birdman113,10.0,105828.8,142759.9,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,2.4166666666666665,Player 5363,84.0,106463.0,143333.0
S686,DEEPOCEANSHEEP,12.0,345581.7,397087.8,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,1.5333333333333334,Player 5364,93.0,345878.9,395470.7
M416,Deadpool2323,6.0,444971.3,626162.8,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,3.783333333333333,Player 5365,72.0,428860.8,619747.5
SCAR-L,Buttonwood,11.0,394889.0,168228.3,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,23.733333333333334,Player 5366,14.0,394877.0,167982.2
Micro UZI,Buttonwood,11.0,310281.2,310781.2,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,12.816666666666666,Player 5367,41.0,309869.7,310012.4
AKM,myklo_one,89.0,362409.9,409173.3,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,1.45,Player 5368,94.0,361341.0,407237.9
S1897,monk47_,70.0,420467.3,327756.9,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,2.3333333333333335,Player 5369,86.0,421069.6,327839.3
SCAR-L,lyy178cm,13.0,405525.8,308771.2,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,17.433333333333334,Player 5370,24.0,396325.3,312781.1
S686,Deadpool2323,6.0,445410.9,624208.1,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,2.9166666666666665,Player 5371,79.0,444955.2,624715.9
M416,Deadpool2323,6.0,419773.6,186919.6,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,26.766666666666666,Player 5372,7.0,419796.6,179067.7
S1897,JY_127_380,58.0,150810.5,315586.1,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,2.25,Player 5373,87.0,150527.1,315518.1
SCAR-L,ImJuustCrazy,43.0,350327.8,304826.5,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,5.133333333333334,Player 5374,67.0,350357.4,305045.9
S12K,Samson42,66.0,199394.6,281433.2,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,1.6833333333333333,Player 5375,92.0,199939.8,281552.0
S1897,Buttonwood,11.0,219638.2,394644.9,ERANGEL,2U4GBNA0YmnNOKktVk9Qv5ZxUnnxXk1-kUI03yF8vbYyzdTaiA36TPjP5mJ01mkE,2.8333333333333335,Player 5376,82.0,220307.9,394200.6
